category,pre_n,post_n,pre_floor_mean,pre_floor_weight,pre_ceiling_mean,pre_ceiling_weight,post_floor_mean,post_floor_weight,post_ceiling_mean,post_ceiling_weight
graphics-design/creative-logo-design,76,184,17.86712630234071,0.4826489698847339,106.74866482419867,0.5173510301152662,16.451741622601176,0.8405456099526268,60.40597127353283,0.15945439004737322
graphics-design/social-media-design,172,176,17.015952636651534,0.575980031282966,75.80869128989205,0.42401996871703407,13.462132965972362,0.7045862247767261,36.25351339671898,0.29541377522327394
content-writing/creative-writing,168,152,13.042572117767431,0.5214755367325432,81.0655908308331,0.47852446326745673,11.402205714477155,0.5767750742396479,57.998714530378024,0.4232249257603521
data/data-entry,146,184,8.755104443362196,0.4482468204308927,35.661121341218596,0.5517531795691074,4.999999999999999,0.30433994147341653,17.354204581681458,0.6956600585265834
